Filler_Status,Machine,Status,Start_Time,Count,duration_sec
Blocked,Packer,3,2020-01-13,18,1437.89
Blocked,Packer,3,2020-01-14,20,1906.628
Blocked,Packer,3,2020-01-15,11,1750.769
Blocked,Packer,3,2020-01-16,46,3108.36
Blocked,Packer,3,2020-01-17,28,2208.534
Blocked,Packer,3,2020-01-18,17,756.539
Blocked,Packer,3,2020-01-19,14,1054.006
Blocked,Packer,3,2020-01-20,27,2113.836
Blocked,Packer,3,2020-01-21,8,171.941
Blocked,Packer,3,2020-01-22,18,906.147
Blocked,Packer,3,2020-01-23,14,732.49
Blocked,Packer,3,2020-01-24,31,2210.481
Blocked,Packer,3,2020-01-25,43,3359.211
Blocked,Packer,3,2020-01-26,15,1229.689
Blocked,Packer,3,2020-01-27,7,147.798
Blocked,Packer,3,2020-01-28,15,676.206
Blocked,Packer,3,2020-01-29,8,873.671
Blocked,Packer,3,2020-01-30,24,1659.649
Blocked,Packer,3,2020-01-31,14,712.949
Blocked,Packer,4,2020-01-02,13,319.041
Blocked,Packer,4,2020-01-03,6,449.328
Blocked,Packer,4,2020-01-04,12,290.877
Blocked,Packer,4,2020-01-05,2,98.65
Blocked,Packer,4,2020-01-06,14,397.974
Blocked,Packer,4,2020-01-07,15,350.941
Blocked,Packer,4,2020-01-08,46,2008.981
Blocked,Packer,4,2020-01-09,8,547.738
Blocked,Packer,4,2020-01-10,31,795.207
Blocked,Packer,4,2020-01-11,16,390.77
Blocked,Packer,4,2020-01-12,9,322.522
Blocked,Packer,4,2020-01-13,1,26.071
Blocked,Packer,4,2020-01-14,19,355.466
Blocked,Packer,4,2020-01-15,10,304.817
Blocked,Packer,4,2020-01-16,27,939.771
Blocked,Packer,4,2020-01-17,61,2348.615
Blocked,Packer,4,2020-01-18,34,1017.718
Blocked,Packer,4,2020-01-19,13,334.432
Blocked,Packer,4,2020-01-20,13,375.796
Blocked,Packer,4,2020-01-21,16,330.856
Blocked,Packer,4,2020-01-22,10,473.323
Blocked,Packer,4,2020-01-23,16,922.815
Blocked,Packer,4,2020-01-24,63,3071.86
Blocked,Packer,4,2020-01-25,40,1913.371
Blocked,Packer,4,2020-01-26,22,1310.703
Blocked,Packer,4,2020-01-27,6,116.127
Blocked,Packer,4,2020-01-28,3,78.295
Blocked,Packer,4,2020-01-29,8,525.205
Blocked,Packer,4,2020-01-30,17,810.262
Blocked,Packer,4,2020-01-31,8,281.875
Blocked,Palletiser,0,2020-01-02,53,23061.11
Blocked,Palletiser,0,2020-01-03,29,10556.196
Blocked,Palletiser,0,2020-01-04,30,14972.89
Blocked,Palletiser,0,2020-01-05,41,16835.427
Blocked,Palletiser,0,2020-01-06,75,31345.081
Blocked,Palletiser,0,2020-01-07,71,25897.165
Blocked,Palletiser,0,2020-01-08,64,23043.175
Blocked,Palletiser,0,2020-01-09,50,18156.279
Blocked,Palletiser,0,2020-01-10,69,24237.064
Blocked,Palletiser,0,2020-01-11,71,32517.202
Blocked,Palletiser,0,2020-01-12,52,22876.127
Blocked,Palletiser,0,2020-01-13,54,17154.367
Blocked,Palletiser,0,2020-01-14,83,22317.225
Blocked,Palletiser,0,2020-01-15,68,32921.063
Blocked,Palletiser,0,2020-01-16,125,31029.525
Blocked,Palletiser,0,2020-01-17,83,28683.068
Blocked,Palletiser,0,2020-01-18,89,28677.103
Blocked,Palletiser,0,2020-01-19,68,32453.814
Blocked,Palletiser,0,2020-01-20,96,34861.234
Blocked,Palletiser,0,2020-01-21,59,22744.977
Blocked,Palletiser,0,2020-01-22,42,13764.036
Blocked,Palletiser,0,2020-01-23,79,22026.198
Blocked,Palletiser,0,2020-01-24,115,27605.515
Blocked,Palletiser,0,2020-01-25,83,19974.057
Blocked,Palletiser,0,2020-01-26,71,18171.032
Blocked,Palletiser,0,2020-01-27,50,24893.214
Blocked,Palletiser,0,2020-01-28,51,16785.856
Blocked,Palletiser,0,2020-01-29,33,9862.511
Blocked,Palletiser,0,2020-01-30,57,20156.13
Blocked,Palletiser,0,2020-01-31,64,16778.964
Blocked,Palletiser,1,2020-01-14,1,1.002
Blocked,Palletiser,1,2020-01-21,1,3.008
Blocked,Palletiser,1,2020-01-30,1,3.009
Blocked,Palletiser,1,2020-01-31,1,5.014
Blocked,Palletiser,2,2020-01-02,38,2241.355
Blocked,Palletiser,2,2020-01-03,23,924.476
Blocked,Palletiser,2,2020-01-04,26,1089.308
Blocked,Palletiser,2,2020-01-05,30,2770.618
Blocked,Palletiser,2,2020-01-06,47,2253.191
Blocked,Palletiser,2,2020-01-07,59,2466.718
Blocked,Palletiser,2,2020-01-08,40,1588.303
Blocked,Palletiser,2,2020-01-09,42,2811.111
Blocked,Palletiser,2,2020-01-10,56,2311.061
Blocked,Palletiser,2,2020-01-11,66,3223.051
Blocked,Palletiser,2,2020-01-12,46,2600.042
Blocked,Palletiser,2,2020-01-13,35,2376.344
Blocked,Palletiser,2,2020-01-14,51,3702.681
Blocked,Palletiser,2,2020-01-15,59,2604.304
Blocked,Palletiser,2,2020-01-16,91,3697.981
Blocked,Palletiser,2,2020-01-17,68,3167.998
Blocked,Palletiser,2,2020-01-18,59,2450.358
Blocked,Palletiser,2,2020-01-19,51,1948.771
Blocked,Palletiser,2,2020-01-20,48,1329.343
Blocked,Palletiser,2,2020-01-21,45,1430.976
Blocked,Palletiser,2,2020-01-22,32,1923.279
Blocked,Palletiser,2,2020-01-23,63,2537.99
Blocked,Palletiser,2,2020-01-24,94,4414.829
Blocked,Palletiser,2,2020-01-25,66,4854.018
Blocked,Palletiser,2,2020-01-26,51,2346.637
Blocked,Palletiser,2,2020-01-27,48,2511.0
Blocked,Palletiser,2,2020-01-28,38,1186.76
Blocked,Palletiser,2,2020-01-29,31,1223.395
Blocked,Palletiser,2,2020-01-30,38,2561.842
Blocked,Palletiser,2,2020-01-31,35,1302.155
Blocked,Palletiser,3,2020-01-02,1,9.029
Blocked,Palletiser,3,2020-01-04,1,69.714
Blocked,Palletiser,3,2020-01-08,2,79.276
Blocked,Palletiser,3,2020-01-13,3,84.601
Blocked,Palletiser,3,2020-01-15,5,549.658
Blocked,Palletiser,3,2020-01-16,14,808.574
Blocked,Palletiser,3,2020-01-19,1,20.141
Blocked,Palletiser,3,2020-01-20,8,196.422
Blocked,Palletiser,3,2020-01-21,1,52.155
Blocked,Palletiser,3,2020-01-22,1,29.447
Blocked,Palletiser,3,2020-01-23,1,71.194
Blocked,Palletiser,3,2020-01-25,3,413.701
Blocked,Palletiser,3,2020-01-27,2,99.76
Blocked,Palletiser,3,2020-01-28,1,35.345
Blocked,Palletiser,3,2020-01-30,1,28.095
Blocked,Palletiser,3,2020-01-31,4,102.985
Blocked,Palletiser,4,2020-01-02,6,198.498
Blocked,Palletiser,4,2020-01-03,1,54.234
Blocked,Palletiser,4,2020-01-05,10,652.521
Blocked,Palletiser,4,2020-01-06,29,940.63
Blocked,Palletiser,4,2020-01-07,11,355.07
Blocked,Palletiser,4,2020-01-08,18,3564.233
Blocked,Palletiser,4,2020-01-09,10,779.082
Blocked,Palletiser,4,2020-01-10,9,1311.457
Blocked,Palletiser,4,2020-01-11,5,482.094
Blocked,Palletiser,4,2020-01-12,4,498.032
Blocked,Palletiser,4,2020-01-13,15,1313.03
Blocked,Palletiser,4,2020-01-14,32,940.842
Blocked,Palletiser,4,2020-01-15,6,694.927
Blocked,Palletiser,4,2020-01-16,22,2294.211
Blocked,Palletiser,4,2020-01-17,14,592.81
Blocked,Palletiser,4,2020-01-18,25,1212.5
Blocked,Palletiser,4,2020-01-19,11,1474.898
Blocked,Palletiser,4,2020-01-20,37,1732.624
Blocked,Palletiser,4,2020-01-21,9,460.876
Blocked,Palletiser,4,2020-01-22,10,743.661
Blocked,Palletiser,4,2020-01-23,13,391.976
Blocked,Palletiser,4,2020-01-24,26,1510.392
Blocked,Palletiser,4,2020-01-25,25,2634.073
Blocked,Palletiser,4,2020-01-26,20,1757.822
Blocked,Palletiser,4,2020-01-27,3,117.359
Blocked,Palletiser,4,2020-01-28,11,650.212
Blocked,Palletiser,4,2020-01-29,4,836.695
Blocked,Palletiser,4,2020-01-30,23,2779.989
Blocked,Palletiser,4,2020-01-31,21,2399.75
Blocked,Palletiser,7,2020-01-18,1,20.09
Blocked,Screwcap,0,2020-01-02,111,21340.944
Blocked,Screwcap,0,2020-01-03,47,10980.945
Blocked,Screwcap,0,2020-01-04,50,13287.311
Blocked,Screwcap,0,2020-01-05,42,16907.472
Blocked,Screwcap,0,2020-01-06,117,36749.503
Blocked,Screwcap,0,2020-01-07,184,27590.188
Blocked,Screwcap,0,2020-01-08,172,28228.617
Blocked,Screwcap,0,2020-01-09,143,20858.346
Blocked,Screwcap,0,2020-01-10,136,26139.713
Blocked,Screwcap,0,2020-01-11,723,28994.664
Blocked,Screwcap,0,2020-01-12,615,23739.996
Blocked,Screwcap,0,2020-01-13,67,22264.515
Blocked,Screwcap,0,2020-01-14,138,25504.029
Blocked,Screwcap,0,2020-01-15,117,35158.133
Blocked,Screwcap,0,2020-01-16,300,34044.828
Blocked,Screwcap,0,2020-01-17,129,36504.432
Blocked,Screwcap,0,2020-01-18,111,33797.185
Blocked,Screwcap,0,2020-01-19,132,32893.041
Blocked,Screwcap,0,2020-01-20,108,38928.351
Blocked,Screwcap,0,2020-01-21,98,26465.183
Blocked,Screwcap,0,2020-01-22,99,17567.668
Blocked,Screwcap,0,2020-01-23,102,24034.906
Blocked,Screwcap,0,2020-01-24,132,34652.731
Blocked,Screwcap,0,2020-01-25,111,25429.561
Blocked,Screwcap,0,2020-01-26,74,21458.029
Blocked,Screwcap,0,2020-01-27,67,26256.111
Blocked,Screwcap,0,2020-01-28,72,19193.044
Blocked,Screwcap,0,2020-01-29,73,12054.995
Blocked,Screwcap,0,2020-01-30,93,23326.099
Blocked,Screwcap,0,2020-01-31,70,19544.507
Blocked,Screwcap,1,2020-01-05,2,27.21
Blocked,Screwcap,1,2020-01-06,5,77.334
Blocked,Screwcap,1,2020-01-10,2,204.982
Blocked,Screwcap,1,2020-01-12,1,76.348
Blocked,Screwcap,1,2020-01-14,2,208.839
Blocked,Screwcap,1,2020-01-17,1,17.044
Blocked,Screwcap,1,2020-01-18,1,23.063
Blocked,Screwcap,1,2020-01-19,1,2.031
Blocked,Screwcap,1,2020-01-21,1,43.124
Blocked,Screwcap,1,2020-01-23,1,30.454
Blocked,Screwcap,1,2020-01-24,2,10.027
Blocked,Screwcap,1,2020-01-25,2,18.049
Blocked,Screwcap,1,2020-01-27,3,63.284
Blocked,Screwcap,2,2020-01-02,71,317.963
Blocked,Screwcap,2,2020-01-03,19,161.136
Blocked,Screwcap,2,2020-01-04,20,127.794
Blocked,Screwcap,2,2020-01-05,25,192.485
Blocked,Screwcap,2,2020-01-06,66,375.057
Blocked,Screwcap,2,2020-01-07,127,642.864
Blocked,Screwcap,2,2020-01-08,115,673.812
Blocked,Screwcap,2,2020-01-09,86,390.699
Blocked,Screwcap,2,2020-01-10,94,544.922
Blocked,Screwcap,2,2020-01-11,672,2254.971
Blocked,Screwcap,2,2020-01-12,553,1726.935
Blocked,Screwcap,2,2020-01-13,37,263.042
Blocked,Screwcap,2,2020-01-14,94,376.417
Blocked,Screwcap,2,2020-01-15,80,455.713
Blocked,Screwcap,2,2020-01-16,219,827.221
Blocked,Screwcap,2,2020-01-17,70,444.174
Blocked,Screwcap,2,2020-01-18,55,296.104
Blocked,Screwcap,2,2020-01-19,78,457.468
Blocked,Screwcap,2,2020-01-20,60,376.199
Blocked,Screwcap,2,2020-01-21,62,342.608
Blocked,Screwcap,2,2020-01-22,54,368.842
Blocked,Screwcap,2,2020-01-23,58,338.801
Blocked,Screwcap,2,2020-01-24,66,314.585
Blocked,Screwcap,2,2020-01-25,52,257.266
Blocked,Screwcap,2,2020-01-26,29,185.865
Blocked,Screwcap,2,2020-01-27,36,358.634
Blocked,Screwcap,2,2020-01-28,42,229.15
Blocked,Screwcap,2,2020-01-29,35,319.541
Blocked,Screwcap,2,2020-01-30,47,324.273
Blocked,Screwcap,2,2020-01-31,31,217.62
Blocked,Screwcap,3,2020-01-02,9,44.453
Blocked,Screwcap,3,2020-01-03,3,185.069
Blocked,Screwcap,3,2020-01-04,7,463.583
Blocked,Screwcap,3,2020-01-05,1,4.014
Blocked,Screwcap,3,2020-01-06,5,181.791
Blocked,Screwcap,3,2020-01-07,3,20.163
Blocked,Screwcap,3,2020-01-08,11,494.416
Blocked,Screwcap,3,2020-01-09,23,82.372
Blocked,Screwcap,3,2020-01-10,10,745.376
Blocked,Screwcap,3,2020-01-11,15,42.221
Blocked,Screwcap,3,2020-01-12,26,82.787
Blocked,Screwcap,3,2020-01-13,4,13.037
Blocked,Screwcap,3,2020-01-14,21,291.982
Blocked,Screwcap,3,2020-01-15,10,711.165
Blocked,Screwcap,3,2020-01-16,30,810.23
Blocked,Screwcap,3,2020-01-17,7,792.773
Blocked,Screwcap,3,2020-01-18,9,422.207
Blocked,Screwcap,3,2020-01-19,10,530.027
Blocked,Screwcap,3,2020-01-20,6,40.165
Blocked,Screwcap,3,2020-01-21,11,271.407
Blocked,Screwcap,3,2020-01-22,19,131.84
Blocked,Screwcap,3,2020-01-23,10,237.626
Blocked,Screwcap,3,2020-01-24,14,360.066
Blocked,Screwcap,3,2020-01-25,10,204.46
Blocked,Screwcap,3,2020-01-26,9,54.527
Blocked,Screwcap,3,2020-01-27,3,18.255
Blocked,Screwcap,3,2020-01-28,3,34.155
Blocked,Screwcap,3,2020-01-29,13,230.734
Blocked,Screwcap,3,2020-01-30,11,189.42
Blocked,Screwcap,3,2020-01-31,6,55.351
Blocked,Screwcap,4,2020-01-02,11,383.23
Blocked,Screwcap,4,2020-01-03,11,179.966
Blocked,Screwcap,4,2020-01-04,11,97.402
Blocked,Screwcap,4,2020-01-05,18,522.388
Blocked,Screwcap,4,2020-01-06,52,1302.943
Blocked,Screwcap,4,2020-01-07,41,2757.151
Blocked,Screwcap,4,2020-01-08,18,690.753
Blocked,Screwcap,4,2020-01-09,14,216.444
Blocked,Screwcap,4,2020-01-10,17,1150.016
Blocked,Screwcap,4,2020-01-11,19,758.174
Blocked,Screwcap,4,2020-01-12,32,1688.973
Blocked,Screwcap,4,2020-01-13,13,629.445
Blocked,Screwcap,4,2020-01-14,15,720.973
Blocked,Screwcap,4,2020-01-15,18,440.864
Blocked,Screwcap,4,2020-01-16,25,1141.786
Blocked,Screwcap,4,2020-01-17,30,581.704
Blocked,Screwcap,4,2020-01-18,23,575.625
Blocked,Screwcap,4,2020-01-19,44,606.769
Blocked,Screwcap,4,2020-01-20,30,767.23
Blocked,Screwcap,4,2020-01-21,24,1784.493
Blocked,Screwcap,4,2020-01-22,9,845.593
Blocked,Screwcap,4,2020-01-23,33,781.26
Blocked,Screwcap,4,2020-01-24,34,2207.949
Blocked,Screwcap,4,2020-01-25,22,623.111
Blocked,Screwcap,4,2020-01-26,4,106.622
Blocked,Screwcap,4,2020-01-27,14,780.128
Blocked,Screwcap,4,2020-01-28,24,825.525
Blocked,Screwcap,4,2020-01-29,15,451.408
Blocked,Screwcap,4,2020-01-30,23,670.177
Blocked,Screwcap,4,2020-01-31,9,402.278
Blocked,Screwcap,5,2020-01-09,1,3.011
Blocked,Screwcap,5,2020-01-15,2,63.375
Blocked,Screwcap,5,2020-01-18,1,100.003
Blocked,Screwcap,5,2020-01-25,1,42.308
Blocked,Screwcap,5,2020-01-28,2,21.06
Blocked,Screwcap,5,2020-01-30,1,18.061
Blocked,Screwcap,5,2020-01-31,1,8.026
Blocked,TopSealer,0,2020-01-02,164,17965.263
Blocked,TopSealer,0,2020-01-03,64,10875.745
Blocked,TopSealer,0,2020-01-04,79,12538.013
Blocked,TopSealer,0,2020-01-05,87,16352.962
Blocked,TopSealer,0,2020-01-06,179,32760.231
Blocked,TopSealer,0,2020-01-07,179,24072.518
Blocked,TopSealer,0,2020-01-08,214,22508.162
Blocked,TopSealer,0,2020-01-09,143,16378.359
Blocked,TopSealer,0,2020-01-10,203,20174.504
Blocked,TopSealer,0,2020-01-11,245,26479.678
Blocked,TopSealer,0,2020-01-12,120,22285.401
Blocked,TopSealer,0,2020-01-13,177,16685.335
Blocked,TopSealer,0,2020-01-14,184,19532.2
Blocked,TopSealer,0,2020-01-15,319,30059.73
Blocked,TopSealer,0,2020-01-16,267,26816.943
Blocked,TopSealer,0,2020-01-17,240,28720.949
Blocked,TopSealer,0,2020-01-18,242,28425.617
Blocked,TopSealer,0,2020-01-19,205,28831.444
Blocked,TopSealer,0,2020-01-20,134,33832.797
Blocked,TopSealer,0,2020-01-21,141,21892.377
Blocked,TopSealer,0,2020-01-22,148,13897.351
Blocked,TopSealer,0,2020-01-23,166,17614.771
Blocked,TopSealer,0,2020-01-24,258,25073.124
Blocked,TopSealer,0,2020-01-25,195,16651.838
Blocked,TopSealer,0,2020-01-26,152,14998.525
Blocked,TopSealer,0,2020-01-27,84,23235.199
Blocked,TopSealer,0,2020-01-28,104,15550.443
Blocked,TopSealer,0,2020-01-29,78,8400.379
Blocked,TopSealer,0,2020-01-30,123,19223.452
Blocked,TopSealer,0,2020-01-31,148,14288.31
Blocked,TopSealer,1,2020-01-06,1,2.008
Blocked,TopSealer,1,2020-01-07,1,4.019
Blocked,TopSealer,1,2020-01-08,1,4.01
Blocked,TopSealer,1,2020-01-09,1,3.016
Blocked,TopSealer,1,2020-01-10,6,17.19
Blocked,TopSealer,1,2020-01-14,1,3.007
Blocked,TopSealer,1,2020-01-16,4,7.044
Blocked,TopSealer,1,2020-01-25,4,11.094
Blocked,TopSealer,2,2020-01-02,144,2952.352
Blocked,TopSealer,2,2020-01-03,56,1800.067
Blocked,TopSealer,2,2020-01-04,69,1649.33
Blocked,TopSealer,2,2020-01-05,79,3666.553
Blocked,TopSealer,2,2020-01-06,170,4695.297
Blocked,TopSealer,2,2020-01-07,172,4979.218
Blocked,TopSealer,2,2020-01-08,205,4486.997
Blocked,TopSealer,2,2020-01-09,129,3949.825
Blocked,TopSealer,2,2020-01-10,196,5915.202
Blocked,TopSealer,2,2020-01-11,246,5800.24
Blocked,TopSealer,2,2020-01-12,113,3379.472
Blocked,TopSealer,2,2020-01-13,179,5772.226
Blocked,TopSealer,2,2020-01-14,171,5349.317
Blocked,TopSealer,2,2020-01-15,300,4542.41
Blocked,TopSealer,2,2020-01-16,256,6006.637
Blocked,TopSealer,2,2020-01-17,227,5740.73
Blocked,TopSealer,2,2020-01-18,229,5497.251
Blocked,TopSealer,2,2020-01-19,196,4580.196
Blocked,TopSealer,2,2020-01-20,117,3030.068
Blocked,TopSealer,2,2020-01-21,133,3918.269
Blocked,TopSealer,2,2020-01-22,146,5572.459
Blocked,TopSealer,2,2020-01-23,170,7217.686
Blocked,TopSealer,2,2020-01-24,244,8476.919
Blocked,TopSealer,2,2020-01-25,196,6193.435
Blocked,TopSealer,2,2020-01-26,151,4316.395
Blocked,TopSealer,2,2020-01-27,81,4027.797
Blocked,TopSealer,2,2020-01-28,99,3871.681
Blocked,TopSealer,2,2020-01-29,81,3478.374
Blocked,TopSealer,2,2020-01-30,119,5663.237
Blocked,TopSealer,2,2020-01-31,142,3500.357
Blocked,TopSealer,3,2020-01-02,10,1195.332
Blocked,TopSealer,3,2020-01-03,7,208.723
Blocked,TopSealer,3,2020-01-04,3,74.588
Blocked,TopSealer,3,2020-01-05,6,582.662
Blocked,TopSealer,3,2020-01-06,17,560.182
Blocked,TopSealer,3,2020-01-07,6,199.833
Blocked,TopSealer,3,2020-01-08,26,2251.374
Blocked,TopSealer,3,2020-01-09,22,1324.782
Blocked,TopSealer,3,2020-01-10,14,1674.993
Blocked,TopSealer,3,2020-01-11,5,517.123
Blocked,TopSealer,3,2020-01-12,4,363.556
Blocked,TopSealer,3,2020-01-13,16,1111.942
Blocked,TopSealer,3,2020-01-14,12,1249.819
Blocked,TopSealer,3,2020-01-15,8,735.922
Blocked,TopSealer,3,2020-01-16,18,1888.607
Blocked,TopSealer,3,2020-01-17,8,1402.918
Blocked,TopSealer,3,2020-01-18,17,1045.379
Blocked,TopSealer,3,2020-01-19,14,1032.183
Blocked,TopSealer,3,2020-01-20,23,1196.165
Blocked,TopSealer,3,2020-01-21,9,333.726
Blocked,TopSealer,3,2020-01-22,19,1017.27
Blocked,TopSealer,3,2020-01-23,10,244.962
Blocked,TopSealer,3,2020-01-24,17,1355.29
Blocked,TopSealer,3,2020-01-25,32,2673.557
Blocked,TopSealer,3,2020-01-26,10,1220.597
Blocked,TopSealer,3,2020-01-27,2,88.232
Blocked,TopSealer,3,2020-01-28,13,891.379
Blocked,TopSealer,3,2020-01-29,10,657.68
Blocked,TopSealer,3,2020-01-30,23,3178.326
Blocked,TopSealer,3,2020-01-31,17,1324.189
Blocked,TopSealer,4,2020-01-02,2,132.567
Blocked,TopSealer,4,2020-01-04,5,193.249
Blocked,TopSealer,4,2020-01-05,1,19.067
Blocked,TopSealer,4,2020-01-06,1,60.21
Blocked,TopSealer,4,2020-01-07,5,177.363
Blocked,TopSealer,4,2020-01-08,1,24.076
Blocked,TopSealer,4,2020-01-09,2,21.231
Blocked,TopSealer,4,2020-01-10,12,506.096
Blocked,TopSealer,4,2020-01-13,2,26.346
Blocked,TopSealer,4,2020-01-14,6,139.26
Blocked,TopSealer,4,2020-01-15,2,255.759
Blocked,TopSealer,4,2020-01-16,11,459.842
Blocked,TopSealer,4,2020-01-17,16,518.283
Blocked,TopSealer,4,2020-01-18,1,15.154
Blocked,TopSealer,4,2020-01-19,1,9.026
Blocked,TopSealer,4,2020-01-20,3,338.879
Blocked,TopSealer,4,2020-01-23,2,11.108
Blocked,TopSealer,4,2020-01-24,12,641.042
Blocked,TopSealer,4,2020-01-25,12,680.774
Blocked,TopSealer,4,2020-01-26,12,529.816
Blocked,TopSealer,4,2020-01-28,1,6.094
Blocked,TopSealer,4,2020-01-30,1,49.133
Blocked,TopSealer,5,2020-01-07,1,7.11
Blocked,TopSealer,5,2020-01-16,8,483.329
Blocked,TopSealer,5,2020-01-17,22,202.024
Blocked,TopSealer,5,2020-01-19,1,158.907
Blocked,TopSealer,5,2020-01-22,1,6.017
Blocked,TopSealer,5,2020-01-23,4,384.96
Blocked,TopSealer,5,2020-01-24,4,126.786
Blocked,TopSealer,5,2020-01-25,4,23.223
Blocked,TopSealer,5,2020-01-26,3,30.203
Blocked,TopSealer,5,2020-01-29,1,7.11
Blocked,TopSealer,5,2020-01-30,1,14.034
Faulted,Depal,0,2020-01-03,1,1336.72
Faulted,Depal,0,2020-01-05,1,6.095
Faulted,Depal,0,2020-01-07,3,5762.671
Faulted,Depal,0,2020-01-10,4,3113.617
Faulted,Depal,0,2020-01-21,1,6883.238
Faulted,Depal,0,2020-01-23,1,1693.866
Faulted,Depal,0,2020-01-26,1,191.509
Faulted,Depal,0,2020-01-27,2,6129.538
Faulted,Depal,0,2020-01-28,1,152.315
Faulted,Depal,0,2020-01-29,1,1616.57
Faulted,Depal,1,2020-01-10,1,16.253
Faulted,Depal,1,2020-01-13,1,398.798
Faulted,Depal,1,2020-01-21,1,35.319
Faulted,Depal,1,2020-01-23,1,24.342
Faulted,Depal,1,2020-01-27,2,27.081
Faulted,Depal,2,2020-01-05,1,1070.899
Faulted,Depal,2,2020-01-07,1,973.416
Faulted,Depal,2,2020-01-11,1,1115.471
Faulted,Depal,2,2020-01-28,1,37.581
Faulted,Depal,2,2020-01-31,1,508.22
Faulted,Depal,3,2020-01-05,1,93.667
Faulted,Depal,3,2020-01-07,2,152.364
Faulted,Depal,3,2020-01-10,1,25.096
Faulted,Depal,3,2020-01-11,1,115.49
Faulted,Depal,3,2020-01-13,1,156.579
Faulted,Depal,3,2020-01-15,1,40.576
Faulted,Depal,3,2020-01-16,1,216.657
Faulted,Depal,3,2020-01-23,1,11.161
Faulted,Depal,3,2020-01-26,1,4.055
Faulted,Depal,3,2020-01-31,1,52.169
Faulted,Depal,4,2020-01-07,1,13.207
Faulted,Depal,5,2020-01-05,2,107.701
Faulted,Depal,5,2020-01-07,2,32.213
Faulted,Depal,5,2020-01-10,2,23.139
Faulted,Depal,5,2020-01-15,1,14.208
Faulted,Depal,5,2020-01-31,1,21.074
Faulted,Divider,0,2020-01-16,16,1116.183
Faulted,Divider,0,2020-01-24,4,331.06
Faulted,Divider,0,2020-01-30,3,100.764
Faulted,Divider,1,2020-01-24,1,6.044
Faulted,Divider,2,2020-01-16,2,26.269
Faulted,Divider,3,2020-01-16,14,183.665
Faulted,Divider,3,2020-01-24,3,122.566
Faulted,Divider,3,2020-01-30,2,102.956
Faulted,Divider,4,2020-01-24,1,2.006
Faulted,Divider,5,2020-01-30,2,6.095
Faulted,Dynac,0,2020-01-03,1,133.768
Faulted,Dynac,0,2020-01-07,3,1254.549
Faulted,Dynac,0,2020-01-10,3,3311.079
Faulted,Dynac,0,2020-01-11,1,1527.065
Faulted,Dynac,0,2020-01-13,2,1528.729
Faulted,Dynac,0,2020-01-14,4,4766.172
Faulted,Dynac,0,2020-01-15,1,376.591
Faulted,Dynac,0,2020-01-16,2,446.728
Faulted,Dynac,0,2020-01-18,1,420.646
Faulted,Dynac,0,2020-01-21,3,3610.21
Faulted,Dynac,0,2020-01-22,2,480.323
Faulted,Dynac,0,2020-01-23,3,2728.031
Faulted,Dynac,0,2020-01-24,1,714.175
Faulted,Dynac,0,2020-01-26,2,430.334
Faulted,Dynac,0,2020-01-27,4,2256.627
Faulted,Dynac,0,2020-01-28,1,1012.144
Faulted,Dynac,0,2020-01-30,2,485.658
Faulted,Dynac,0,2020-01-31,1,582.916
Faulted,Dynac,2,2020-01-02,1,56.191
Faulted,Dynac,2,2020-01-05,1,39.413
Faulted,Dynac,2,2020-01-07,2,100.567
Faulted,Dynac,2,2020-01-10,1,41.149
Faulted,Dynac,2,2020-01-13,1,63.72
Faulted,Dynac,2,2020-01-14,1,1.016
Faulted,Dynac,2,2020-01-16,1,19.285
Faulted,Dynac,2,2020-01-21,1,9.026
Faulted,Dynac,2,2020-01-22,1,2.006
Faulted,Dynac,2,2020-01-23,1,25.065
Faulted,Dynac,2,2020-01-26,1,2.015
Faulted,Dynac,2,2020-01-27,2,19.094
Faulted,Dynac,2,2020-01-30,2,54.298
Faulted,Dynac,2,2020-01-31,1,50.604
Faulted,Dynac,3,2020-01-07,1,38.394
Faulted,Dynac,3,2020-01-10,2,26.091
Faulted,Dynac,3,2020-01-14,1,65.183
Faulted,Dynac,3,2020-01-15,1,44.587
Faulted,Dynac,3,2020-01-16,1,3.013
Faulted,Dynac,3,2020-01-18,1,15.225
Faulted,Dynac,3,2020-01-21,1,3.01
Faulted,Dynac,3,2020-01-22,1,43.117
Faulted,Dynac,3,2020-01-23,1,50.305
Faulted,Dynac,3,2020-01-26,1,20.05
Faulted,Dynac,3,2020-01-27,1,2.016
Faulted,Dynac,3,2020-01-28,1,8.022
Faulted,Erector,0,2020-01-02,1,139.518
Faulted,Erector,0,2020-01-03,1,117.523
Faulted,Erector,0,2020-01-05,1,187.39
Faulted,Erector,0,2020-01-07,7,939.417
Faulted,Erector,0,2020-01-08,27,1877.544
Faulted,Erector,0,2020-01-09,15,963.676
Faulted,Erector,0,2020-01-10,28,1569.561
Faulted,Erector,0,2020-01-11,14,1498.147
Faulted,Erector,0,2020-01-13,19,972.666
Faulted,Erector,0,2020-01-14,19,3091.442
Faulted,Erector,0,2020-01-15,1,248.761
Faulted,Erector,0,2020-01-16,34,862.186
Faulted,Erector,0,2020-01-17,2,48.241
Faulted,Erector,0,2020-01-20,1,392.762
Faulted,Erector,0,2020-01-21,26,2842.712
Faulted,Erector,0,2020-01-22,17,789.097
Faulted,Erector,0,2020-01-23,40,867.756
Faulted,Erector,0,2020-01-24,5,840.957
Faulted,Erector,0,2020-01-26,3,502.535
